Sample_n	Date	Time	Month	Location	Country	Sample description	Sample type	Coordinate 1	Coordinate 2	T [C]	pH	EC [microS/cm]	TDS    [mg/L]	NO+3-N [mg/L]  	PO3-4-P [mg/L]
11	07-08-2019	11:30	8	"South-East water uptake,  drinking water facility"	TJ	GWP5	groundwater	38.522381	68.720056	21	7.3	570	300	6.03	0.023
12	07-08-2019	11:30	8	Potable water well	TJ	GWP6	groundwater	38.489616	68.785221	19	6.9	900	460	16.7	0.021
13	21-08-2019	08:04	8	Maykhura river	TJ	MH1	streamwater	39.026767	68.784795	7	8.3	180	90	0.37	0.017
14	21-08-2019	08:52	8	"Varzob river, Gauging station"	TJ	GP2	streamwater	38.872408	68.832686	10	8.2	120	60	0.42	0.011
15	21-08-2019	09:54	8	Luchob river	TJ	LU3	streamwater	38.587298	68.771622	19	8.4	180	90	0.49	0.018
16	21-08-2019	12:22	8	Kafarnigan river	TJ	KF4	streamwater	38.493434	68.783604	18	7.3	390	200	2.07	0.013
17	21-08-2019	11:36	8	"South-East water uptake,  drinking water facility"	TJ	GWP5	groundwater	38.522381	68.720056	19	7.2	580	300	6.23	0.018
18	21-08-2019	12:46	8	Potable water well	TJ	GWP6	groundwater	38.489616	68.785221	20	7	900	450	14.9	0.021
19	06-09-2019	09:08	9	Maykhura river	TJ	MH1	streamwater	39.026767	68.784795	8	8.3	170	80	0.45	0.011
20	06-09-2019	10:07	9	"Varzob river, Gauging station"	TJ	GP2	streamwater	38.872408	68.832686	9	8.6	150	70	0.32	0.021
21	06-09-2019	11:20	9	Luchob river	TJ	LU3	streamwater	38.587298	68.771622	20	8.6	220	110	0.55	0.016
22	06-09-2019	12:46	9	Kafarnigan river	TJ	KF4	streamwater	38.493434	68.783604	18	7.8	290	140	0.21	0.016
23	06-09-2019	11:50	9	"South-East water uptake,  drinking water facility"	TJ	GWP5	groundwater	38.522381	68.720056	18	7.4	570	280	6.1	0.022
24	06-09-2019	13:04	9	Potable water well	TJ	GWP6	groundwater	38.489616	68.785221	20	7	900	450	15	0.024
25	24-09-2019	08:40	9	Maykhura river	TJ	MH1	streamwater	39.026767	68.784795	8	8.2	180	90	0.42	0.024
26	24-09-2019	09:24	9	"Varzob river, Gauging station"	TJ	GP2	streamwater	38.872408	68.832686	11	8.1	140	70	0.4	0.02
27	24-09-2019	10:30	9	Luchob river	TJ	LU3	streamwater	38.587298	68.771622	20	8.3	250	120	0.52	0.017
28	24-09-2019	12:20	9	Kafarnigan river	TJ	KF4	streamwater	38.493434	68.783604	19	7.8	340	160	3.09	0.017
29	24-09-2019		9	"South-East water uptake,  drinking water facility"	TJ	GWP5	groundwater	38.522381	68.720056	20	7.3	570	290	5.67	0.021
30	24-09-2019	12:45	9	Potable water well	TJ	GWP6	groundwater	38.489616	68.785221	22	6.8	900	450	13.9	0.022
31	09-10-2019	09:45	10	Maykhura river	TJ	MH1	streamwater	39.026767	68.784795	8	8.3	200	100	0.49	0.023
32	09-10-2019	10:45	10	"Varzob river, Gauging station"	TJ	GP2	streamwater	38.872408	68.832686	10	8.1	150	70	0.53	0.019
33	09-10-2019	11:50	10	Luchob river	TJ	LU3	streamwater	38.587298	68.771622	17	8.5	260	130	0.69	0.025
34	09-10-2019	13:34	10	Kafarnigan river	TJ	KF4	streamwater	38.493434	68.783604	18	7.9	290	140	2.04	0.033
35	09-10-2019	13:02	10	"South-East water uptake,  drinking water facility"	TJ	GWP5	groundwater	38.522381	68.720056	19	7.2	620	310	6.23	0.033
36	09-10-2019	13:52	10	Potable water well	TJ	GWP6	groundwater	38.489616	68.785221	20	6.9	860	430	11.1	0.018
37	22-10-2019	09:36	10	Maykhura river	TJ	MH1	streamwater	39.026767	68.784795	7	8.3	210	100	0.503	0.026
38	22-10-2019	10:12	10	"Varzob river, Gauging station"	TJ	GP2	streamwater	38.872408	68.832686	8	8	180	90	0.594	0.016
39	22-10-2019	11:06	10	Luchob river	TJ	LU3	streamwater	38.587298	68.771622	14	8.3	260	130	0.711	0.019
40	22-10-2019	13:05	10	Kafarnigan river	TJ	KF4	streamwater	38.493434	68.783604	15	7.5	360	190	2.42	0.029
41	22-10-2019	12:30	10	"South-East water uptake,  drinking water facility"	TJ	GWP5	groundwater	38.522381	68.720056	17	7.2	650	320	6.13	0.019
42	22-10-2019	13:30	10	Potable water well	TJ	GWP6	groundwater	38.489616	68.785221	19	6.8	890	440	11	0.019
43	28-11-2019	10:32	11	Maykhura river	TJ	MH1	streamwater	39.026767	68.784795	1	8.3	240	120	0.361	0.01
44	28-11-2019	11:10	11	Varzob river. Gauging station	TJ	GP2	streamwater	38.872408	68.832686	2	8.2	200	100	0.452	0.014
45	28-11-2019	12:35	11	Luchob river	TJ	LU3	streamwater	38.587298	68.771622	5	8.3	280	140	1.13	0.018
46	28-11-2019	13:45	11	Kafarnigan river	TJ	KF4	streamwater	38.493434	68.783604	8	7.8	380	190	2.07	0.037
47	28-11-2019	13:12	11	South-East water uptake.  drinking water facility	TJ	GWP5	groundwater	38.522381	68.720056	14	7.3	700	340	6.03	0.011
48	28-11-2019	14:00	11	Potable water well	TJ	GWP6	groundwater	38.489616	68.785221	15	7	980	480	9.13	0.021
49	21-12-2019	10:07	12	Maykhura river	TJ	MH1	streamwater	39.026767	68.784795	3	8.2	230	110	0.481	0.017
50	21-12-2019	10:50	12	Varzob river. Gauging station	TJ	GP2	streamwater	38.872408	68.832686	1	8.1	200	100	0.498	0.011
51	21-12-2019	11:48	12	Luchob river	TJ	LU3	streamwater	38.587298	68.771622	5	8.2	280	140	0.969	0.012
52	21-12-2019	13:41	12	Kafarnigan river	TJ	KF4	streamwater	38.493434	68.783604	9	7.8	320	160	2.43	0.035
53	21-12-2019	12:18	12	South-East water uptake.  drinking water facility	TJ	GWP5	groundwater	38.522381	68.720056	13	7	650	320	6.22	0.013
54	21-12-2019	14:03	12	Potable water well	TJ	GWP6	groundwater	38.489616	68.785221	15	6.4	850	420	8.09	0.015
55	09-01-2020	12:07	1	Maykhura river	TJ	MH1	streamwater	39.026767	68.784795	1	8	250	120	0.513	0.012
56	09-01-2020	13:00	1	Varzob river. Gauging station	TJ	GP2	streamwater	38.872408	68.832686	2	8.2	200	100	0.623	0.014
57	09-01-2020	14:05	1	Luchob river	TJ	LU3	streamwater	38.587298	68.771622	4	8.4	290	140	1.22	0.014
58	09-01-2020	15:50	1	Kafarnigan river	TJ	KF4	streamwater	38.493434	68.783604	7	8	320	160	1.52	0.037
59	09-01-2020	14:57	1	South-East water uptake.  drinking water facility	TJ	GWP5	groundwater	38.522381	68.720056	13	7.2	680	340	6.14	0.018
60	09-01-2020	16:03	1	Potable water well	TJ	GWP6	groundwater	38.489616	68.785221	13	6.8	990	480	9.82	0.011
61	07-02-2020	10:42	2	Maykhura river	TJ	MH1	streamwater	39.026767	68.784795	4	8.1	250	120	0.545	0.022
62	07-02-2020	11:25	2	Varzob river. Gauging station	TJ	GP2	streamwater	38.872408	68.832686	4	8.3	200	100	0.596	0.032
63	07-02-2020	12:30	2	Luchob river	TJ	LU3	streamwater	38.587298	68.771622	7	8.2	280	140	1.23	0.042
64	07-02-2020	14:24	2	Kafarnigan river	TJ	KF4	streamwater	38.493434	68.783604	8	8.1	320	160	1.48	0.056
65	07-02-2020	14:00	2	South-East water uptake.  drinking water facility	TJ	GWP5	groundwater	38.522381	68.720056	16	7.3	630	310	6.07	0.025
66	07-02-2020	14:48	2	Potable water well	TJ	GWP6	groundwater	38.489616	68.785221	13	6.8	810	400	7.59	0.045
67	07-03-2020	12:44	3	Maykhura river	TJ	MH1	streamwater	39.026767	68.784795	7	8.3	240	120	0.455	0.027
68	07-03-2020	13:31	3	Varzob river. Gauging station	TJ	GP2	streamwater	38.872408	68.832686	8	8.1	190	90	0.645	0.025
69	07-03-2020	14:31	3	Luchob river	TJ	LU3	streamwater	38.587298	68.771622	10	8	230	110	1.17	0.027
70	07-03-2020	16:41	3	Kafarnigan river	TJ	KF4	streamwater	38.493434	68.783604	9	8	250	120	1.06	0.023
71	07-03-2020	15:10	3	South-East water uptake.  drinking water facility	TJ	GWP5	groundwater	38.522381	68.720056	14	7.3	700	350	6.27	0.02
72	07-03-2020	17:02	3	Potable water well	TJ	GWP6	groundwater	38.489616	68.785221	13	6.9	980	480	8.94	0.028
73	29-05-2020	11:45	5	Maykhura river	TJ	MH1	streamwater	39.026767	68.784795	9	8	170	80	0.557	0.018
74	29-05-2020	13:15	5	Varzob river. Gauging station	TJ	GP2	streamwater	38.872408	68.832686	12	8	140	70	0.508	0.024
75	29-05-2020	14:10	5	Luchob river	TJ	LU3	streamwater	38.587298	68.771622	18	7.9	130	60	0.587	0.033
76	29-05-2020	15:20	5	Kafarnigan river	TJ	KF4	streamwater	38.493434	68.783604	14	8	150	70	0.717	0.028
77	29-05-2020	14:43	5	South-East water uptake.  drinking water facility	TJ	GWP5	groundwater	38.522381	68.720056	22	7.1	620	310	5.87	0.017
78	29-05-2020	15:39	5	Potable water well	TJ	GWP6	groundwater	38.489616	68.785221	20	6.8	1140	570	20.4	0.021
79	13-06-2020	10:20	6	Maykhura river	TJ	MH1	streamwater	39.026767	68.784795	8	8	160	80	0.657	0.03
80	13-06-2020	10:50	6	Varzob river. Gauging station	TJ	GP2	streamwater	38.872408	68.832686	9	8	140	70	0.655	0.029
81	13-06-2020	12:06	6	Luchob river	TJ	LU3	streamwater	38.587298	68.771622	19	8.2	140	70	0.536	0.021
82	13-06-2020	13:55	6	Kafarnigan river	TJ	KF4	streamwater	38.493434	68.783604	18	7	590	290	1.04	0.027
83	13-06-2020	13:15	6	South-East water uptake.  drinking water facility	TJ	GWP5	groundwater	38.522381	68.720056	15	7.7	180	90	6.04	0.032
84	13-06-2020	14:20	6	Potable water well	TJ	GWP6	groundwater	38.489616	68.785221	16	6.9	1060	530	18.9	0.024
85	02-07-2020	09:25	7	Maykhura river	TJ	MH1	streamwater	39.026767	68.784795	8	8	160	80	0.503	0.023
86	02-07-2020	10:00	7	Varzob river. Gauging station	TJ	GP2	streamwater	38.872408	68.832686	9	8	140	70	0.623	0.022
87	02-07-2020	10:50	7	Luchob river	TJ	LU3	streamwater	38.587298	68.771622	19	8.2	140	70	0.587	0.026
88	02-07-2020	13:45	7	Kafarnigan river	TJ	KF4	streamwater	38.493434	68.783604	15	7.7	180	90	0.014	0.027
89	02-07-2020	11:25	7	South-East water uptake.  drinking water facility	TJ	GWP5	groundwater	38.522381	68.720056	18	7	590	290	5.86	0.023
90	02-07-2020	14:00	7	Potable water well	TJ	GWP6	groundwater	38.489616	68.785221	16	6.9	1060	530	17.6	0.02
91	24-07-2020	09:10	7	Maykhura river	TJ	MH1	streamwater	39.026767	68.784795	10	8.1	130	60	0.632	0.009
92	24-07-2020	10:25	7	Varzob river. Gauging station	TJ	GP2	streamwater	38.872408	68.832686	11	8	110	50	0.79	0.028
93	24-07-2020	12:27	7	Luchob river	TJ	LU3	streamwater	38.587298	68.771622	23	8.2	130	60	0.639	0.022
94	24-07-2020	13:25	7	Kafarnigan river	TJ	KF4	streamwater	38.493434	68.783604	18	8	150	80	0.896	0.019
95	24-07-2020	13:00	7	South-East water uptake.  drinking water facility	TJ	GWP5	groundwater	38.522381	68.720056	20	7.2	610	300	5.14	0.014
96	24-07-2020	08:54	7	Potable water well	TJ	GWP6	groundwater	38.489616	68.785221	20	7	970	480	10.2	0.01
97	12-08-2020	09:30	8	Maykhura river	TJ	MH1	streamwater	39.026767	68.784795	10	8.1	120	60	0.498	0.012
98	12-08-2020	10:26	8	Varzob river. Gauging station	TJ	GP2	streamwater	38.872408	68.832686	10	8	120	60	0.452	0.015
99	12-08-2020	11:56	8	Luchob river	TJ	LU3	streamwater	38.587298	68.771622	21	8.3	180	90	0.578	0.016
100	12-08-2020	10:56	8	Kafarnigan river	TJ	KF4	streamwater	38.493434	68.783604	19	8	180	90	1.15	0.02
101	12-08-2020	12:09	8	South-East water uptake.  drinking water facility	TJ	GWP5	groundwater	38.522381	68.720056	19	7.2	600	300	6.06	0.021
102	12-08-2020		8	Potable water well	TJ	GWP6	groundwater	38.489616	68.785221	19	6.9	990	490	16.3	0.021
103	09-09-2020	09:40	9	Maykhura river	TJ	MH1	streamwater	39.026767	68.784795	9	8.2	170	80	0.614	0.033
104	09-09-2020	10:16	9	Varzob river. Gauging station	TJ	GP2	streamwater	38.872408	68.832686	10	8	130	60	0.603	0.031
105	09-09-2020	11:13	9	Luchob river	TJ	LU3	streamwater	38.587298	68.771622	22	8.3	150	70	0.789	0.028
106	09-09-2020	12:13	9	Kafarnigan river	TJ	KF4	streamwater	38.493434	68.783604	16	8	160	80	3.29	0.043
107	09-09-2020	11:43	9	South-East water uptake.  drinking water facility	TJ	GWP5	groundwater	38.522381	68.720056	19	7.2	600	300	6.37	0.033
108	09-09-2020	12:30	9	Potable water well	TJ	GWP6	groundwater	38.489616	68.785221	20	6.8	980	490	17.1	0.037
109	30-09-2020	09:50	9	Maykhura river	TJ	MH1	streamwater	39.026767	68.784795	6	8.3	220	110	0.545	0.026
110	30-09-2020	10:30	9	Varzob river. Gauging station	TJ	GP2	streamwater	38.872408	68.832686	7	8	160	80	0.599	0.02
111	30-09-2020	11:50	9	Luchob river	TJ	LU3	streamwater	38.587298	68.771622	13	8.3	270	130	0.794	0.016
112	30-09-2020	02:00	9	Kafarnigan river	TJ	KF4	streamwater	38.493434	68.783604	13	7.6	360	180	2.45	0.036
113	30-09-2020	12:25	9	South-East water uptake.  drinking water facility	TJ	GWP5	groundwater	38.522381	68.720056	16	7.1	660	330	6.44	0.022
114	30-09-2020	02:20	9	Potable water well	TJ	GWP6	groundwater	38.489616	68.785221	16	6.8	1020	510	15.4	0.034
